company_id,name,sistema_de_ensino_encontrado,company_domain_name,company_owner,city,telefone,country/region,sistema_de_ensino,state/region
5285666087,COLÉGIO TOP GUN SÃO JOSÉ DOS PINHAIS,,https://www.facebook.com/ColegioTopGun/,,São José dos Pinhais,(41) 3096-3344,,COC (Arco),PR
5285528537,COLÉGIO TRILINGUE INOVAÇÃO,,https://www.colegioinovacao.com.br/novo/index.php,,Chapecó,(49) 3322-4422,,COC (Arco),SC
5285666082,COLÉGIO VICENTINO IMACULADO CORAÇÃO DE MARIA,,https://colegioincomar.com.br/,,Toledo,-,,COC (Arco),PR
5285518776,COMPASSO,,https://www.educamaisbrasil.com.br/escolas/colegio-compasso-catu,,Catu,(71) 3641-2020,,COC (Arco),BA
5285540097,CURSO PRIME,,https://www.guiamais.com.br/londrina-pr/cursos-treinamentos-e-escolas-especializadas/cursos-pre-vestibulares/16139563-1/curso-prime-med,,GLEBA FAZENDA PALHANO,(43) 3025-1020,,COC (Arco),PR
5284588279,DOM,,http://esquinapentecostal.blogspot.com/2018/03/dons-de-poder-fe-curar-e-operacao-de.html,,Maravilha,-,,COC (Arco),SC
5285522189,DOMINUS,,https://www.dominos.com.br/,,Recife,-,,COC (Arco),PE
5285615671,ENSINO ESCOLAR DOM BOSCO,,https://www.dommga.com.br/,,Maringá,-,,COC (Arco),PR
5285540087,ESCOLA ATHENAS,,https://www.escolaathenas.com.br/,,Uberlândia,(34) 3227-6907,,COC (Arco),MG
5285629504,COLÉGIO CESI,,https://querobolsa.com.br/escolas/colegio-de-estudos-integrados-cesi,,Manhuaçu,(33) 3332-4563,,COC (Arco),MG
5285666088,DEHON,,https://www.colegiodehon.com.br/,,Tubarão,-,,COC (Arco),SC
5285615668,ESCOLA ATRIUM,,https://www.guiamais.com.br/anapolis-go/escolas-e-colegios/escolas/8951853-2/escola-atrium,,JK Parque Industrial Nova Capital,(62) 3314-5702,,COC (Arco),GO
5285538213,ESCOLA ATRIUM,,https://www.facebook.com/escola.atriumgo/,Karen Bustamante,Anápolis,(62) 3314-5702,,COC (Arco),GO
5285518775,ESCOLA AURORA,,http://www.escolaaurora.com.br/,,Vargem Grande Paulista,(11) 4158-3028,,COC (Arco),SP
5285534735,ESCOLA FAZ DE CONTA,,http://escolafazdeconta.com.br/,,Centro,(41) 3264-5614,,COC (Arco),SP
5285615679,ESCOLA FRANCISCANA IMACULADA CONCEIÇÃO,,https://www.escolaimaculada.com/,,Dourados,(67) 3421-4741,,COC (Arco),MS
5285515710,ESCOLA JARDIM DO EDEN,,https://www.escolajardimdoeden.com/,,Anápolis,(62) 3321-4798,,COC (Arco),GO
5285520249,COLÉGIO DOM BOSCO,,https://www.dommga.com.br/,,Maringá,-,,COC (Arco),PR
5285522188,COLÉGIO NOVA GERAÇÃO,,https://colegiocngparanagua.com.br/,,Paranaguá,(41) 3423-2352,,COC (Arco),PR
5284588273,ESCOLA DINÂMICA,,https://www.colegiodinamicojatai.com.br/,,Jataí,-,,COC (Arco),GO
5285614427,ESCOLA DOM,,https://www.facebook.com/escoladomanapolis/,,Anápolis,(62) 99267-8340,,COC (Arco),GO
5285517340,ESCOLA ESQUINA DO SABER,,https://www.facebook.com/EscolaEsquinadoSaber/?rf=564652903703013,,Paraíba do Sul,(24) 2263-3607,,COC (Arco),RJ
5285550549,ESCOLA NOSSA SENHORA DE FÁTIMA,,https://www.ensf.com.br/,,Três Rios,(24) 2252-0039,,COC (Arco),RJ
5285520253,ESCOLA SANTO ÂNGELO,,https://www.escolasantoangelo.com.br/,,Ponta Grossa,(42) 3028-0060,,COC (Arco),PR
5285518770,ESCOLA ZARA,,https://pt-br.facebook.com/escolazara/,,Goiânia,(62) 3923-3434,,COC (Arco),GO
5285545159,EXPANSIVO UNIDADE QUINTAS,,https://www.colegioexpansivo.com/,,Natal,(84) 3653-1063,,COC (Arco),RN
5285538225,SOCIEDADE EDUCATIVA EQUILÍBRIO,,https://pt-br.facebook.com/sociedadeeducativaequilibrio,,Duartina,(14) 3282-4107,,COC (Arco),SP
5285522184,ESCOLA TÉCNICA VALE DOS CARAJAS,,https://pt-br.facebook.com/etvc.pebas,Karen Bustamante,Parauapebas,(94) 3346-8710,,COC (Arco),PA
5285518769,ESCOLA UNIVERSO POLO IPIXUNA,,https://consultas.plus/lista-de-empresas/para/ipixuna-do-para/13497820000425-escola-universo-de-paragominas-eireli/,Karen Bustamante,Ipixuna do Pará,(91) 98727-6299,,COC (Arco),PA
5285528540,ESCOLA UNIVERSO POLO ULIANÓPOLIS,,https://cnpj.biz/13497820000344,Karen Bustamante,Ulianópolis,-,,COC (Arco),PA
5285531187,GENIUS,,https://www.guiaobra.com.br/ofertas/regiao/apiaca-es/50/banheiro-1452/pias-de-banheiro-858/lavatorio-31944,,Apiacá,-,,COC (Arco),ES
5285546862,GENIUS CENTRO DE ESTUDOS,,https://pt-br.facebook.com/geniusredencao/,Karen Bustamante,Redenção,(94) 99152-7857,,COC (Arco),PA
5285534744,GENIUS CURSO PRE VESTIBULAR,,https://www.cursogenius.com.br/tag/pre-vestibular/,Karen Bustamante,Sala 19,-,,COC (Arco),TO
5285627621,GIRASSOL CENTRO EDUCACIONAL,,https://colegiogirassolguara.wixsite.com/colegiogirassol,Karen Bustamante,Guaratinguetá,(12) 3132-6345,,COC (Arco),SP
5285541973,HAWKING CENTRO DE ESTUDOS,,https://www.facebook.com/hawkingcentrodeestudos/,Karen Bustamante,Altamira,(93) 99127-0310,,COC (Arco),PA
5285522186,IEC CAMPINAS,,https://www.facebook.com/IECInstitutoEducacional/,Karen Bustamante,Campinas,(19) 3266-5044,,COC (Arco),SP
5285636019,EXPANSIVO UNIDADE ZONA NORTE,,https://colegioexpansivo.com/unidades.html,,Natal,(84) 3661-4742,,COC (Arco),RN
5285533398,INSTITUTO EROS GUSTAVO,,https://www.erosgustavo.com.br/,Karen Bustamante,São Caetano,(31) 3397-5497,,COC (Arco),MG
5285534742,INSTITUTO MULTIEDUCACIONAL REI SALOMÃO,,https://www.escol.as/335610-instituto-multieducacional-rei-salomao,,Boa Vista,(95) 3224-8111,,COC (Arco),RR
5285515718,INSTITUTO NOSSA SENHORA DAS GRACAS,,https://www.educamaisbrasil.com.br/escolas/nossa-senhora-das-gracas-instituto-educacional-colegio,Karen Bustamante,São Paulo,-,,COC (Arco),SP
5285627632,INSTITUTO TOMAS DE AQUINO,,https://www.diariocidade.com/go/campinorte/guia/instituto-tomas-de-aquino-15977689000186/,Karen Bustamante,QUADRA 04,(31) 3419-2800,,COC (Arco),GO
5285546863,COC VARGEM GRANDE DO SUL,,https://www.instagram.com/coc.vgsul/,Karen Bustamante,Vargem Grande do Sul,-,,COC (Arco),SP
5285615672,COLÉGIO MAGISTER ITAÍ,,https://www.facebook.com/colegiomagisteritai/,Karen Bustamante,Itaí,(11) 5545-2000,,COC (Arco),SP
5285520260,JARDIM ESCOLA SONHO VIVO,,https://www.melhorescola.com.br/escola/jardim-escola-sonho-vivo,Karen Bustamante,Macau,-,,COC (Arco),RN
5285636018,JAÚ CONEXÃO,,http://www.conexaojau.com.br/,Karen Bustamante,Jaú,-,,COC (Arco),SP
5285531181,JUNTOS CENTRO EDUCACIONAL,,https://consultas.plus/lista-de-empresas/sao-paulo/barretos/39249276000143-juntos-centro-educacional-ltda/,,Barretos,(17) 3321-6411,,COC (Arco),SP
5285636025,LICEU BIRIGUI,,http://liceubirigui.com.br/,Karen Bustamante,Birigui,(18) 3641-2598,,COC (Arco),SP
5285531180,PIERRETT EIRELI,,https://consultas.plus/lista-de-empresas/pernambuco/recife/03529032000177-centro-de-ensino-pierrett-eireli/,,Recife,-,,COC (Arco),PE
5285554002,PREPARAENEM,,https://www.colegiocope.com.br/,,Goiânia,(62) 3089-5400,,COC (Arco),GO
